epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.42402,1.09672,2.3904,1.82001,0.00333,1,0.09045,0.0402,0.94285,3.1203,2.3295,0,0,0
2,2.96291,1.4854,2.54493,1.95875,0.00333,1,0.07654,0.03742,0.95498,3.08852,2.32138,1.34e-05,1.34e-05,1.34e-05
3,4.5549,1.04147,2.37155,1.59149,0.00333,1,0.07107,0.0358,0.9488,3.06053,2.32654,1.36e-05,1.36e-05,1.36e-05
